pID,condition,task,interaction,trial,attempt,dataset,category,videos,loadTime,elapsedTime,totalCorrect,falseNegatives,falsePositives,incompleteTrial
63,1,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,61618,0,1,1,FALSE
63,1,4,smallMultiples,1,5,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,67606,0,1,1,FALSE
63,1,4,smallMultiples,1,6,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,71139,0,1,1,FALSE
63,1,4,smallMultiples,1,7,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,74837,0,1,1,FALSE
63,1,4,smallMultiples,1,8,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,79174,0,1,1,FALSE
63,1,4,smallMultiples,1,9,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,82907,0,1,1,FALSE
63,1,4,smallMultiples,1,10,scatterplots,scatterplots,scatterplot-92;scatterplot-69;scatterplot-35;scatterplot-33;scatterplot-0;scatterplot-29;scatterplot-78;scatterplot-79;scatterplot-64;,1790,86822,1,0,0,FALSE
63,1,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-79;scatterplot-56;scatterplot-21;scatterplot-25;scatterplot-81;scatterplot-30;scatterplot-2;scatterplot-69;scatterplot-89;,1955,9246,0,1,1,FALSE
63,1,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-79;scatterplot-56;scatterplot-21;scatterplot-25;scatterplot-81;scatterplot-30;scatterplot-2;scatterplot-69;scatterplot-89;,1955,13510,0,1,1,FALSE
63,1,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-79;scatterplot-56;scatterplot-21;scatterplot-25;scatterplot-81;scatterplot-30;scatterplot-2;scatterplot-69;scatterplot-89;,1955,18168,1,0,0,FALSE
63,1,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2051,98946,1,0,0,FALSE
63,1,4,overlays,1,1,scatterplots,scatterplots,scatterplot-65;scatterplot-72;scatterplot-61;scatterplot-2;scatterplot-24;scatterplot-38;scatterplot-33;scatterplot-42;scatterplot-81;,1831,34650,1,0,0,FALSE
63,1,4,overlays,2,1,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,27065,0,1,1,FALSE
63,1,4,overlays,2,2,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,36439,0,1,1,FALSE
63,1,4,overlays,2,3,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,43449,0,1,1,FALSE
63,1,4,overlays,2,4,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,51474,0,1,1,FALSE
63,1,4,overlays,2,5,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,60463,0,1,1,FALSE
63,1,4,overlays,2,6,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,66625,0,1,1,FALSE
63,1,4,overlays,2,7,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,70388,0,1,1,FALSE
63,1,4,overlays,2,8,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,74670,0,1,1,FALSE
63,1,4,overlays,2,9,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,79123,0,1,1,FALSE
63,1,4,overlays,2,10,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,82867,0,1,1,FALSE
63,1,4,overlays,2,11,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,88359,0,1,1,FALSE
63,1,4,overlays,2,12,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,92425,0,1,1,FALSE
63,1,4,overlays,2,13,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,95933,0,1,1,FALSE
63,1,4,overlays,2,14,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,99348,0,1,1,FALSE
63,1,4,overlays,2,15,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,103110,0,1,1,FALSE
63,1,4,overlays,2,16,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,106447,0,1,1,FALSE
63,1,4,overlays,2,17,scatterplots,scatterplots,scatterplot-92;scatterplot-21;scatterplot-20;scatterplot-87;scatterplot-42;scatterplot-33;scatterplot-90;scatterplot-49;scatterplot-47;,1947,122453,1,0,0,FALSE
64,2,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3371,18953,0,1,1,FALSE
64,2,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3371,36100,0,1,1,FALSE
64,2,4,smallMultiples,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3371,56429,1,0,0,FALSE
64,2,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,26009,0,1,1,FALSE
64,2,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,31588,0,1,1,FALSE
64,2,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,42039,0,1,1,FALSE
64,2,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,56547,0,1,1,FALSE
64,2,4,smallMultiples,1,5,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,61473,0,1,1,FALSE
64,2,4,smallMultiples,1,6,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,74082,0,1,1,FALSE
64,2,4,smallMultiples,1,7,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,81167,0,1,1,FALSE
64,2,4,smallMultiples,1,8,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,86959,0,1,1,FALSE
64,2,4,smallMultiples,1,9,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,92278,0,1,1,FALSE
64,2,4,smallMultiples,1,10,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,98084,0,1,1,FALSE
64,2,4,smallMultiples,1,11,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,102987,0,1,1,FALSE
64,2,4,smallMultiples,1,12,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,113023,0,1,1,FALSE
64,2,4,smallMultiples,1,13,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,164097,0,1,1,FALSE
64,2,4,smallMultiples,1,14,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,171558,0,1,1,FALSE
64,2,4,smallMultiples,1,15,scatterplots,scatterplots,scatterplot-95;scatterplot-81;scatterplot-38;scatterplot-25;scatterplot-7;scatterplot-17;scatterplot-47;scatterplot-82;scatterplot-60;,1575,176163,1,0,0,FALSE
64,2,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-82;scatterplot-1;scatterplot-4;scatterplot-12;scatterplot-61;scatterplot-28;scatterplot-91;scatterplot-75;scatterplot-58;,1626,14019,1,0,0,FALSE
63,1,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,2027,75178,1,0,0,FALSE
63,1,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-20;scatterplot-12;scatterplot-41;scatterplot-69;scatterplot-19;scatterplot-91;scatterplot-95;scatterplot-57;scatterplot-61;,1904,58123,1,0,0,FALSE
63,1,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-29;scatterplot-4;scatterplot-19;scatterplot-25;scatterplot-39;scatterplot-17;scatterplot-27;scatterplot-35;scatterplot-93;,2193,28559,1,0,0,FALSE
64,2,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1769,60253,0,1,1,FALSE
64,2,4,shadowMarkers,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1769,105603,0,1,1,FALSE
64,2,4,shadowMarkers,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1769,119167,0,1,1,FALSE
64,2,4,shadowMarkers,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1769,178136,0,1,1,FALSE
64,2,4,shadowMarkers,0,5,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1769,194619,1,0,0,FALSE
64,2,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-65;scatterplot-33;scatterplot-75;scatterplot-3;scatterplot-27;scatterplot-56;scatterplot-38;scatterplot-17;scatterplot-19;,1752,17236,0,1,1,FALSE
64,2,4,shadowMarkers,1,2,scatterplots,scatterplots,scatterplot-65;scatterplot-33;scatterplot-75;scatterplot-3;scatterplot-27;scatterplot-56;scatterplot-38;scatterplot-17;scatterplot-19;,1752,55288,1,0,0,FALSE
64,2,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-79;scatterplot-29;scatterplot-77;scatterplot-83;scatterplot-30;scatterplot-85;scatterplot-23;scatterplot-76;scatterplot-27;,1431,46480,0,1,1,FALSE
64,2,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-79;scatterplot-29;scatterplot-77;scatterplot-83;scatterplot-30;scatterplot-85;scatterplot-23;scatterplot-76;scatterplot-27;,1431,51995,1,0,0,FALSE
67,2,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1512,156821,0,1,1,FALSE
67,2,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1512,162701,0,1,1,FALSE
67,2,4,smallMultiples,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1512,167366,0,1,1,FALSE
67,2,4,smallMultiples,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1512,171126,0,1,1,FALSE
67,2,4,smallMultiples,0,5,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1512,175602,1,0,0,FALSE
67,2,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-78;scatterplot-1;scatterplot-10;scatterplot-90;scatterplot-16;scatterplot-65;scatterplot-69;scatterplot-88;scatterplot-56;,1632,16314,0,1,1,FALSE
67,2,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-78;scatterplot-1;scatterplot-10;scatterplot-90;scatterplot-16;scatterplot-65;scatterplot-69;scatterplot-88;scatterplot-56;,1632,19679,0,1,1,FALSE
67,2,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-78;scatterplot-1;scatterplot-10;scatterplot-90;scatterplot-16;scatterplot-65;scatterplot-69;scatterplot-88;scatterplot-56;,1632,22754,0,1,1,FALSE
67,2,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-78;scatterplot-1;scatterplot-10;scatterplot-90;scatterplot-16;scatterplot-65;scatterplot-69;scatterplot-88;scatterplot-56;,1632,25406,1,0,0,FALSE
67,2,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,4427,0,1,1,FALSE
67,2,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,6872,0,1,1,FALSE
67,2,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,10094,0,1,1,FALSE
67,2,4,smallMultiples,2,4,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,16306,0,1,1,FALSE
67,2,4,smallMultiples,2,5,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,20583,0,1,1,FALSE
67,2,4,smallMultiples,2,6,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,23919,0,1,1,FALSE
67,2,4,smallMultiples,2,7,scatterplots,scatterplots,scatterplot-28;scatterplot-78;scatterplot-4;scatterplot-58;scatterplot-79;scatterplot-81;scatterplot-91;scatterplot-72;scatterplot-26;,1711,26704,1,0,0,FALSE
64,2,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1936,78402,1,0,0,FALSE
64,2,4,overlays,1,1,scatterplots,scatterplots,scatterplot-42;scatterplot-25;scatterplot-85;scatterplot-58;scatterplot-23;scatterplot-2;scatterplot-64;scatterplot-90;scatterplot-33;,1697,100435,1,0,0,FALSE
64,2,4,overlays,2,1,scatterplots,scatterplots,scatterplot-79;scatterplot-85;scatterplot-87;scatterplot-60;scatterplot-69;scatterplot-61;scatterplot-20;scatterplot-64;scatterplot-76;,1819,64595,0,1,1,FALSE
64,2,4,overlays,2,2,scatterplots,scatterplots,scatterplot-79;scatterplot-85;scatterplot-87;scatterplot-60;scatterplot-69;scatterplot-61;scatterplot-20;scatterplot-64;scatterplot-76;,1819,69019,1,0,0,FALSE
67,2,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,2038,128104,1,0,0,FALSE
67,2,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-47;scatterplot-65;scatterplot-78;scatterplot-3;scatterplot-33;scatterplot-75;scatterplot-61;scatterplot-56;scatterplot-79;,1986,33318,0,1,1,FALSE
67,2,4,shadowMarkers,1,2,scatterplots,scatterplots,scatterplot-47;scatterplot-65;scatterplot-78;scatterplot-3;scatterplot-33;scatterplot-75;scatterplot-61;scatterplot-56;scatterplot-79;,1986,60893,1,0,0,FALSE
67,2,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-6;scatterplot-40;scatterplot-24;scatterplot-21;scatterplot-90;scatterplot-65;scatterplot-83;scatterplot-59;scatterplot-44;,1931,21542,1,0,0,FALSE
71,5,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1280,72196,1,0,0,FALSE
71,5,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-27;scatterplot-69;scatterplot-28;scatterplot-85;scatterplot-53;scatterplot-77;scatterplot-95;scatterplot-24;scatterplot-38;,1455,20757,1,0,0,FALSE
71,5,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-56;scatterplot-20;scatterplot-88;scatterplot-1;scatterplot-10;scatterplot-85;scatterplot-67;scatterplot-77;scatterplot-69;,1423,17129,0,1,1,FALSE
71,5,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-56;scatterplot-20;scatterplot-88;scatterplot-1;scatterplot-10;scatterplot-85;scatterplot-67;scatterplot-77;scatterplot-69;,1423,21030,1,0,0,FALSE
70,3,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3504,82624,1,0,0,FALSE
70,3,4,overlays,1,1,scatterplots,scatterplots,scatterplot-69;scatterplot-27;scatterplot-6;scatterplot-83;scatterplot-73;scatterplot-21;scatterplot-28;scatterplot-92;scatterplot-33;,3871,46955,1,0,0,FALSE
70,3,4,overlays,2,1,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,46649,0,1,1,FALSE
70,3,4,overlays,2,2,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,84912,0,1,1,FALSE
70,3,4,overlays,2,3,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,126854,0,1,1,FALSE
70,3,4,overlays,2,4,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,134148,0,1,1,FALSE
70,3,4,overlays,2,5,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,146172,0,1,1,FALSE
70,3,4,overlays,2,6,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,157306,0,1,1,FALSE
70,3,4,overlays,2,7,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,162028,0,1,1,FALSE
70,3,4,overlays,2,8,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,165543,0,1,1,FALSE
70,3,4,overlays,2,9,scatterplots,scatterplots,scatterplot-64;scatterplot-30;scatterplot-17;scatterplot-89;scatterplot-77;scatterplot-40;scatterplot-67;scatterplot-92;scatterplot-26;,4136,169323,1,0,0,FALSE
71,5,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1608,24277,1,0,0,FALSE
71,5,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,13509,0,1,1,FALSE
71,5,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,16235,0,1,1,FALSE
71,5,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,18380,0,1,1,FALSE
71,5,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,20904,0,1,1,FALSE
71,5,4,smallMultiples,1,5,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,25664,0,1,1,FALSE
71,5,4,smallMultiples,1,6,scatterplots,scatterplots,scatterplot-81;scatterplot-41;scatterplot-32;scatterplot-67;scatterplot-12;scatterplot-92;scatterplot-4;scatterplot-39;scatterplot-64;,1556,28039,1,0,0,FALSE
71,5,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-75;scatterplot-58;scatterplot-87;scatterplot-38;scatterplot-94;scatterplot-95;scatterplot-12;scatterplot-70;scatterplot-1;,1709,15888,0,1,1,FALSE
71,5,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-75;scatterplot-58;scatterplot-87;scatterplot-38;scatterplot-94;scatterplot-95;scatterplot-12;scatterplot-70;scatterplot-1;,1709,18157,0,1,1,FALSE
71,5,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-75;scatterplot-58;scatterplot-87;scatterplot-38;scatterplot-94;scatterplot-95;scatterplot-12;scatterplot-70;scatterplot-1;,1709,20467,1,0,0,FALSE
71,5,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1311,42383,1,0,0,FALSE
71,5,4,overlays,1,1,scatterplots,scatterplots,scatterplot-90;scatterplot-27;scatterplot-33;scatterplot-23;scatterplot-44;scatterplot-98;scatterplot-95;scatterplot-64;scatterplot-38;,1539,23811,1,0,0,FALSE
71,5,4,overlays,2,1,scatterplots,scatterplots,scatterplot-77;scatterplot-61;scatterplot-33;scatterplot-4;scatterplot-56;scatterplot-27;scatterplot-69;scatterplot-12;scatterplot-99;,1314,25648,1,0,0,FALSE
70,3,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,5018,11692,0,1,1,FALSE
70,3,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,5018,15382,0,1,1,FALSE
70,3,4,smallMultiples,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,5018,20710,0,1,1,FALSE
70,3,4,smallMultiples,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,5018,25467,1,0,0,FALSE
70,3,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-58;scatterplot-64;scatterplot-85;scatterplot-84;scatterplot-21;scatterplot-68;scatterplot-83;scatterplot-29;scatterplot-60;,4600,4039,0,1,1,FALSE
